DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,date,mean
Dharmapuri,5,33,Tamil Nadu,2019-10-01,3.43E-05
Dindigul,13,33,Tamil Nadu,2019-10-01,4.90E-05
Erode,10,33,Tamil Nadu,2019-10-01,4.11E-05
Kanniyakumari,30,33,Tamil Nadu,2019-10-01,6.73E-05
Karur,14,33,Tamil Nadu,2019-10-01,5.56E-05
Madurai,24,33,Tamil Nadu,2019-10-01,6.72E-05
Namakkal,9,33,Tamil Nadu,2019-10-01,4.72E-05
The Nilgiris,11,33,Tamil Nadu,2019-10-01,5.70E-05
Perambalur,16,33,Tamil Nadu,2019-10-01,4.09E-05
Pudukkottai,22,33,Tamil Nadu,2019-10-01,4.93E-05
Ramanathapuram,27,33,Tamil Nadu,2019-10-01,6.63E-05
Salem,8,33,Tamil Nadu,2019-10-01,4.50E-05
Sivaganga,23,33,Tamil Nadu,2019-10-01,7.36E-05
Tiruchirappalli,15,33,Tamil Nadu,2019-10-01,5.12E-05
Tirunelveli,29,33,Tamil Nadu,2019-10-01,6.28E-05
Tiruvannamalai,6,33,Tamil Nadu,2019-10-01,3.51E-05
Thoothukkudi,28,33,Tamil Nadu,2019-10-01,5.87E-05
Theni,25,33,Tamil Nadu,2019-10-01,6.45E-05
Vellore,4,33,Tamil Nadu,2019-10-01,2.72E-05
Viluppuram,7,33,Tamil Nadu,2019-10-01,4.53E-05
Virudhunagar,26,33,Tamil Nadu,2019-10-01,6.75E-05
Chennai,2,33,Tamil Nadu,2019-10-01,5.51E-05
Kancheepuram,3,33,Tamil Nadu,2019-10-01,4.03E-05
Thiruvallur,1,33,Tamil Nadu,2019-10-01,4.38E-05
Thanjavur,21,33,Tamil Nadu,2019-10-01,4.01E-05
Thiruvarur,20,33,Tamil Nadu,2019-10-01,4.03E-05
Nagapattinam,19,33,Tamil Nadu,2019-10-01,4.49E-05
Pondicherry,2,34,Puducherry,2019-10-01,5.00E-05
Yanam,1,34,Puducherry,2019-10-01,6.08E-05
Karaikal,4,34,Puducherry,2019-10-01,4.23E-05
Mahe,3,34,Puducherry,2019-10-01,7.63E-05
Nicobars,2,35,Andaman & Nicobar Island,2019-10-01,9.96E-05
Andamans,1,35,Andaman & Nicobar Island,2019-10-01,1.68E-04
Chandigarh,1,4,Chandigarh,2019-11-01,3.25E-08
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,2019-11-01,0.00E+00
Lakshadweep,1,31,Lakshadweep,2019-11-01,4.38E-05
Data Not Available,99,99,Jammu and Kashmir,2019-11-01,4.13E-06
Anantnag,6,1,Jammu and Kashmir,2019-11-01,3.04E-06
Badgam,4,1,Jammu and Kashmir,2019-11-01,2.30E-06
Baramula,2,1,Jammu and Kashmir,2019-11-01,4.18E-06
Doda,9,1,Jammu and Kashmir,2019-11-01,3.06E-06
Jammu,13,1,Jammu and Kashmir,2019-11-01,3.25E-06
Kargil,8,1,Jammu and Kashmir,2019-11-01,1.60E-06
Kathua,14,1,Jammu and Kashmir,2019-11-01,3.18E-06
Leh (Ladakh),7,1,Jammu and Kashmir,2019-11-01,4.81E-07
Kupwara,1,1,Jammu and Kashmir,2019-11-01,5.14E-06
Punch,11,1,Jammu and Kashmir,2019-11-01,3.10E-06
Pulwama,5,1,Jammu and Kashmir,2019-11-01,2.62E-06
Rajauri,12,1,Jammu and Kashmir,2019-11-01,2.06E-06
Srinagar,3,1,Jammu and Kashmir,2019-11-01,1.95E-06
Udhampur,10,1,Jammu and Kashmir,2019-11-01,3.93E-06
Bilaspur,8,2,Himachal Pradesh,2019-11-01,7.24E-08
Chamba,1,2,Himachal Pradesh,2019-11-01,2.95E-06
Hamirpur,6,2,Himachal Pradesh,2019-11-01,5.48E-08
Kangra,2,2,Himachal Pradesh,2019-11-01,1.56E-06
Kinnaur,12,2,Himachal Pradesh,2019-11-01,0.00E+00
Lahul & Spiti,3,2,Himachal Pradesh,2019-11-01,5.76E-07
Kullu,4,2,Himachal Pradesh,2019-11-01,2.46E-08
Mandi,5,2,Himachal Pradesh,2019-11-01,2.00E-07
Shimla,11,2,Himachal Pradesh,2019-11-01,6.85E-12
Sirmaur,10,2,Himachal Pradesh,2019-11-01,0.00E+00
Solan,9,2,Himachal Pradesh,2019-11-01,4.22E-08
Una,7,2,Himachal Pradesh,2019-11-01,2.48E-08
Amritsar,2,3,Punjab,2019-11-01,1.80E-07
Firozpur,11,3,Punjab,2019-11-01,1.34E-08
Bathinda,14,3,Punjab,2019-11-01,0.00E+00
Gurdaspur,1,3,Punjab,2019-11-01,1.54E-06
Faridkot,13,3,Punjab,2019-11-01,0.00E+00
Fatehgarh Sahib,8,3,Punjab,2019-11-01,2.13E-08
Jalandhar,4,3,Punjab,2019-11-01,2.57E-07
Kapurthala,3,3,Punjab,2019-11-01,3.66E-07
Ludhiana,9,3,Punjab,2019-11-01,1.65E-08
Mansa,15,3,Punjab,2019-11-01,0.00E+00
Moga,10,3,Punjab,2019-11-01,0.00E+00
Muktsar,12,3,Punjab,2019-11-01,0.00E+00
Nawanshahr,6,3,Punjab,2019-11-01,4.53E-08
Patiala,17,3,Punjab,2019-11-01,1.24E-08
Sangrur,16,3,Punjab,2019-11-01,7.68E-10
Hoshiarpur,5,3,Punjab,2019-11-01,5.23E-07
Rupnagar,7,3,Punjab,2019-11-01,3.91E-08
Bageshwar,8,5,Uttarakhand,2019-11-01,3.49E-06
Almora,9,5,Uttarakhand,2019-11-01,4.77E-06
Chamoli,2,5,Uttarakhand,2019-11-01,1.14E-07
Champawat,10,5,Uttarakhand,2019-11-01,4.12E-06
Dehradun,5,5,Uttarakhand,2019-11-01,4.85E-09
Garhwal,6,5,Uttarakhand,2019-11-01,8.44E-07
Nainital,11,5,Uttarakhand,2019-11-01,4.80E-06
Pithoragarh,7,5,Uttarakhand,2019-11-01,2.73E-06
Hardwar,13,5,Uttarakhand,2019-11-01,2.05E-07
Rudraprayag,3,5,Uttarakhand,2019-11-01,0.00E+00
Tehri Garhwal,4,5,Uttarakhand,2019-11-01,0.00E+00
Udham Singh Nagar,12,5,Uttarakhand,2019-11-01,3.09E-06
Uttarkashi,1,5,Uttarakhand,2019-11-01,0.00E+00
Ambala,2,6,Haryana,2019-11-01,9.93E-09
Gurgaon,18,6,Haryana,2019-11-01,5.29E-09
Faridabad,19,6,Haryana,2019-11-01,5.74E-09
Fatehabad,10,6,Haryana,2019-11-01,0.00E+00
Jind,9,6,Haryana,2019-11-01,0.00E+00
Kaithal,5,6,Haryana,2019-11-01,1.07E-09
Karnal,6,6,Haryana,2019-11-01,0.00E+00
Kurukshetra,4,6,Haryana,2019-11-01,8.05E-09
Panchkula,1,6,Haryana,2019-11-01,2.33E-08
Panipat,7,6,Haryana,2019-11-01,0.00E+00
Hisar,12,6,Haryana,2019-11-01,0.00E+00
Rohtak,14,6,Haryana,2019-11-01,0.00E+00
Sirsa,11,6,Haryana,2019-11-01,0.00E+00
Sonipat,8,6,Haryana,2019-11-01,0.00E+00
Yamunanagar,3,6,Haryana,2019-11-01,0.00E+00
Jhajjar,15,6,Haryana,2019-11-01,0.00E+00
Mahendragarh,16,6,Haryana,2019-11-01,0.00E+00
Rewari,17,6,Haryana,2019-11-01,0.00E+00
Bhiwani,13,6,Haryana,2019-11-01,0.00E+00
Central,6,7,Delhi  & NCR,2019-11-01,0.00E+00
East,4,7,Delhi  & NCR,2019-11-01,0.00E+00
New Delhi,5,7,Delhi  & NCR,2019-11-01,0.00E+00
North,2,7,Delhi  & NCR,2019-11-01,0.00E+00
North East,3,7,Delhi  & NCR,2019-11-01,0.00E+00
North West,1,7,Delhi  & NCR,2019-11-01,0.00E+00
South,9,7,Delhi  & NCR,2019-11-01,0.00E+00
South West,8,7,Delhi  & NCR,2019-11-01,0.00E+00
West,7,7,Delhi  & NCR,2019-11-01,0.00E+00
Ajmer,21,8,Rajasthan,2019-11-01,0.00E+00
Banswara,28,8,Rajasthan,2019-11-01,0.00E+00
Barmer,17,8,Rajasthan,2019-11-01,0.00E+00
Bhilwara,24,8,Rajasthan,2019-11-01,0.00E+00
Bikaner,3,8,Rajasthan,2019-11-01,0.00E+00
Bharatpur,7,8,Rajasthan,2019-11-01,6.26E-10
Bundi,23,8,Rajasthan,2019-11-01,0.00E+00
Chittaurgarh,29,8,Rajasthan,2019-11-01,0.00E+00
Churu,4,8,Rajasthan,2019-11-01,0.00E+00
Dausa,11,8,Rajasthan,2019-11-01,0.00E+00
Dhaulpur,8,8,Rajasthan,2019-11-01,0.00E+00
Dungarpur,27,8,Rajasthan,2019-11-01,0.00E+00
Karauli,9,8,Rajasthan,2019-11-01,0.00E+00
Jaipur,12,8,Rajasthan,2019-11-01,0.00E+00
Jaisalmer,16,8,Rajasthan,2019-11-01,0.00E+00
Jalor,18,8,Rajasthan,2019-11-01,0.00E+00
Jhalawar,32,8,Rajasthan,2019-11-01,0.00E+00
Jhunjhunun,5,8,Rajasthan,2019-11-01,0.00E+00
Jodhpur,15,8,Rajasthan,2019-11-01,0.00E+00
Kota,30,8,Rajasthan,2019-11-01,0.00E+00
Nagaur,14,8,Rajasthan,2019-11-01,0.00E+00
Pali,20,8,Rajasthan,2019-11-01,0.00E+00
Rajsamand,25,8,Rajasthan,2019-11-01,0.00E+00
Sawai Madhopur,10,8,Rajasthan,2019-11-01,0.00E+00
Sirohi,19,8,Rajasthan,2019-11-01,0.00E+00
Tonk,22,8,Rajasthan,2019-11-01,0.00E+00
Sikar,13,8,Rajasthan,2019-11-01,0.00E+00
Alwar,6,8,Rajasthan,2019-11-01,0.00E+00
Udaipur,26,8,Rajasthan,2019-11-01,0.00E+00
Ganganagar,1,8,Rajasthan,2019-11-01,0.00E+00
Hanumangarh,2,8,Rajasthan,2019-11-01,0.00E+00
Baran,31,8,Rajasthan,2019-11-01,0.00E+00
Auraiya,32,9,Uttar Pradesh,2019-11-01,5.99E-08
Azamgarh,61,9,Uttar Pradesh,2019-11-01,4.40E-06
Budaun,19,9,Uttar Pradesh,2019-11-01,3.13E-07
Agra,15,9,Uttar Pradesh,2019-11-01,0.00E+00
Aligarh,12,9,Uttar Pradesh,2019-11-01,8.91E-09
Allahabad,45,9,Uttar Pradesh,2019-11-01,0.00E+00
Ambedkar Nagar,48,9,Uttar Pradesh,2019-11-01,4.17E-06
Bareilly,20,9,Uttar Pradesh,2019-11-01,1.99E-06
Bijnor,3,9,Uttar Pradesh,2019-11-01,7.76E-07
Basti,55,9,Uttar Pradesh,2019-11-01,5.35E-06
Baghpat,8,9,Uttar Pradesh,2019-11-01,0.00E+00
Bahraich,50,9,Uttar Pradesh,2019-11-01,2.58E-06
Ballia,63,9,Uttar Pradesh,2019-11-01,1.74E-06
Balrampur,52,9,Uttar Pradesh,2019-11-01,8.82E-06
Banda,40,9,Uttar Pradesh,2019-11-01,1.70E-06
Barabanki,46,9,Uttar Pradesh,2019-11-01,8.81E-07
Chitrakoot,41,9,Uttar Pradesh,2019-11-01,5.22E-07
Chandauli,66,9,Uttar Pradesh,2019-11-01,0.00E+00
Deoria,60,9,Uttar Pradesh,2019-11-01,1.24E-05
Etah,17,9,Uttar Pradesh,2019-11-01,0.00E+00
Kanpur Dehat,33,9,Uttar Pradesh,2019-11-01,1.11E-07
Etawah,31,9,Uttar Pradesh,2019-11-01,0.00E+00
Faizabad,47,9,Uttar Pradesh,2019-11-01,2.51E-06
Ghazipur,65,9,Uttar Pradesh,2019-11-01,0.00E+00
Gonda,53,9,Uttar Pradesh,2019-11-01,4.96E-06
Gorakhpur,58,9,Uttar Pradesh,2019-11-01,1.66E-05
Farrukhabad,29,9,Uttar Pradesh,2019-11-01,0.00E+00
Fatehpur,42,9,Uttar Pradesh,2019-11-01,1.13E-06
Firozabad,16,9,Uttar Pradesh,2019-11-01,0.00E+00
Hamirpur,38,9,Uttar Pradesh,2019-11-01,4.76E-07
Hardoi,25,9,Uttar Pradesh,2019-11-01,9.57E-07
Jalaun,35,9,Uttar Pradesh,2019-11-01,0.00E+00
Jaunpur,64,9,Uttar Pradesh,2019-11-01,2.54E-07
Jhansi,36,9,Uttar Pradesh,2019-11-01,0.00E+00
Jyotiba Phule Nagar,6,9,Uttar Pradesh,2019-11-01,1.96E-07
Kannauj,30,9,Uttar Pradesh,2019-11-01,2.14E-07
Kanpur Nagar,34,9,Uttar Pradesh,2019-11-01,0.00E+00
Kaushambi,44,9,Uttar Pradesh,2019-11-01,0.00E+00
Kheri,23,9,Uttar Pradesh,2019-11-01,4.57E-06
Mirzapur,69,9,Uttar Pradesh,2019-11-01,0.00E+00
Moradabad,4,9,Uttar Pradesh,2019-11-01,3.78E-07
Muzaffarnagar,2,9,Uttar Pradesh,2019-11-01,2.54E-08
Rae Bareli,28,9,Uttar Pradesh,2019-11-01,0.00E+00
Kushinagar,59,9,Uttar Pradesh,2019-11-01,1.79E-05
Lucknow,27,9,Uttar Pradesh,2019-11-01,4.31E-07
Lalitpur,37,9,Uttar Pradesh,2019-11-01,1.47E-10
Mahrajganj,57,9,Uttar Pradesh,2019-11-01,2.06E-05
Mahoba,39,9,Uttar Pradesh,2019-11-01,5.56E-08
Mainpuri,18,9,Uttar Pradesh,2019-11-01,0.00E+00
Mathura,14,9,Uttar Pradesh,2019-11-01,9.62E-09
Mau,62,9,Uttar Pradesh,2019-11-01,4.91E-06
Meerut,7,9,Uttar Pradesh,2019-11-01,7.99E-08
Pilibhit,21,9,Uttar Pradesh,2019-11-01,3.42E-06
Pratapgarh,43,9,Uttar Pradesh,2019-11-01,1.28E-07
Rampur,5,9,Uttar Pradesh,2019-11-01,1.33E-06
Sant Ravidas Nagar Bhadohi,68,9,Uttar Pradesh,2019-11-01,0.00E+00
Sant Kabir Nagar,56,9,Uttar Pradesh,2019-11-01,1.42E-05
Shahjahanpur,22,9,Uttar Pradesh,2019-11-01,1.75E-06
Hathras,13,9,Uttar Pradesh,2019-11-01,0.00E+00
Shrawasti,51,9,Uttar Pradesh,2019-11-01,3.84E-06
Saharanpur,1,9,Uttar Pradesh,2019-11-01,0.00E+00
Sitapur,24,9,Uttar Pradesh,2019-11-01,2.21E-06
Sultanpur,49,9,Uttar Pradesh,2019-11-01,1.31E-06
Sonbhadra,70,9,Uttar Pradesh,2019-11-01,1.06E-07
Siddharthnagar,54,9,Uttar Pradesh,2019-11-01,1.27E-05
Unnao,26,9,Uttar Pradesh,2019-11-01,6.77E-09
Varanasi,67,9,Uttar Pradesh,2019-11-01,0.00E+00
Bulandshahr,11,9,Uttar Pradesh,2019-11-01,9.34E-09
Gautam Buddha Nagar,10,9,Uttar Pradesh,2019-11-01,0.00E+00
Ghaziabad,9,9,Uttar Pradesh,2019-11-01,1.76E-08
Araria,7,10,Bihar,2019-11-01,3.18E-05
Aurangabad,34,10,Bihar,2019-11-01,0.00E+00
Banka,23,10,Bihar,2019-11-01,5.48E-07
Bhagalpur,22,10,Bihar,2019-11-01,1.80E-06
Begusarai,20,10,Bihar,2019-11-01,1.36E-06
Saran,17,10,Bihar,2019-11-01,3.85E-06
Katihar,10,10,Bihar,2019-11-01,1.71E-06
Darbhanga,13,10,Bihar,2019-11-01,1.81E-05
Gopalganj,15,10,Bihar,2019-11-01,1.38E-05
Jamui,37,10,Bihar,2019-11-01,1.47E-07
Kishanganj,8,10,Bihar,2019-11-01,2.90E-05
Muzaffarpur,14,10,Bihar,2019-11-01,1.80E-05
Purnia,9,10,Bihar,2019-11-01,2.79E-06
Khagaria,21,10,Bihar,2019-11-01,4.54E-06
Madhubani,5,10,Bihar,2019-11-01,1.81E-05
Lakhisarai,25,10,Bihar,2019-11-01,4.87E-07
Madhepura,11,10,Bihar,2019-11-01,9.01E-06
Purba Champaran,2,10,Bihar,2019-11-01,1.89E-05
Munger,24,10,Bihar,2019-11-01,3.07E-06
Nalanda,27,10,Bihar,2019-11-01,0.00E+00
Nawada,36,10,Bihar,2019-11-01,0.00E+00
Pashchim Champaran,1,10,Bihar,2019-11-01,1.58E-05
Patna,28,10,Bihar,2019-11-01,0.00E+00
Samastipur,19,10,Bihar,2019-11-01,1.83E-06
Sheikhpura,26,10,Bihar,2019-11-01,0.00E+00
Sheohar,3,10,Bihar,2019-11-01,1.89E-05
Saharsa,12,10,Bihar,2019-11-01,6.57E-06
Sitamarhi,4,10,Bihar,2019-11-01,2.00E-05
Siwan,16,10,Bihar,2019-11-01,1.03E-05
Supaul,6,10,Bihar,2019-11-01,1.94E-05
Vaishali,18,10,Bihar,2019-11-01,1.06E-07
Kaimur (Bhabua),31,10,Bihar,2019-11-01,0.00E+00
Gaya,35,10,Bihar,2019-11-01,0.00E+00
Bhojpur,29,10,Bihar,2019-11-01,0.00E+00
Buxar,30,10,Bihar,2019-11-01,0.00E+00
Jehanabad,33,10,Bihar,2019-11-01,0.00E+00
Rohtas,32,10,Bihar,2019-11-01,0.00E+00
East,4,11,Sikkim,2019-11-01,9.41E-06
North,1,11,Sikkim,2019-11-01,8.59E-06
South,3,11,Sikkim,2019-11-01,1.00E-05
West,2,11,Sikkim,2019-11-01,1.03E-05
Changlang,12,12,Arunanchal Pradesh,2019-11-01,2.92E-05
Dibang Valley,10,12,Arunanchal Pradesh,2019-11-01,3.40E-05
East Kameng,3,12,Arunanchal Pradesh,2019-11-01,1.92E-05
East Siang,8,12,Arunanchal Pradesh,2019-11-01,3.67E-05
Lohit,11,12,Arunanchal Pradesh,2019-11-01,3.30E-05
Lower Subansiri,5,12,Arunanchal Pradesh,2019-11-01,1.53E-05
Papum Pare,4,12,Arunanchal Pradesh,2019-11-01,2.74E-05
Tawang,1,12,Arunanchal Pradesh,2019-11-01,9.94E-06
Tirap,13,12,Arunanchal Pradesh,2019-11-01,2.67E-05
West Kameng,2,12,Arunanchal Pradesh,2019-11-01,1.61E-05
West Siang,7,12,Arunanchal Pradesh,2019-11-01,3.80E-05
Upper Siang,9,12,Arunanchal Pradesh,2019-11-01,2.69E-05
Upper Subansiri,6,12,Arunanchal Pradesh,2019-11-01,1.65E-05
Mokokchung,3,13,Nagaland,2019-11-01,4.21E-05
Mon,1,13,Nagaland,2019-11-01,3.47E-05
Phek,8,13,Nagaland,2019-11-01,5.19E-05
Tuensang,2,13,Nagaland,2019-11-01,4.47E-05
Wokha,5,13,Nagaland,2019-11-01,3.97E-05
Zunheboto,4,13,Nagaland,2019-11-01,4.60E-05
Dimapur,6,13,Nagaland,2019-11-01,7.46E-05
Kohima,7,13,Nagaland,2019-11-01,6.69E-05
Bishnupur,4,14,Manipur,2019-11-01,6.02E-05
Chandel,9,14,Manipur,2019-11-01,4.69E-05
Churachandpur,3,14,Manipur,2019-11-01,6.40E-05
Imphal East,7,14,Manipur,2019-11-01,5.86E-05
Imphal West,6,14,Manipur,2019-11-01,7.42E-05
Senapati (Excl. 3 sub-divisions),1,14,Manipur,2019-11-01,6.14E-05
Tamenglong,2,14,Manipur,2019-11-01,7.75E-05
Thoubal,5,14,Manipur,2019-11-01,5.50E-05
Ukhrul,8,14,Manipur,2019-11-01,5.18E-05
Aizawl,3,15,Mizoram,2019-11-01,5.58E-05
Champhai,4,15,Mizoram,2019-11-01,3.27E-05
Kolasib,2,15,Mizoram,2019-11-01,7.35E-05
Mamit,1,15,Mizoram,2019-11-01,5.64E-05
Lunglei,6,15,Mizoram,2019-11-01,3.72E-05
Lawngtlai,7,15,Mizoram,2019-11-01,3.01E-05
Saiha,8,15,Mizoram,2019-11-01,3.97E-05
Serchhip,5,15,Mizoram,2019-11-01,4.17E-05
Dhalai,3,16,Tripura,2019-11-01,9.51E-05
North Tripura,4,16,Tripura,2019-11-01,6.19E-05
South Tripura,2,16,Tripura,2019-11-01,1.11E-04
West Tripura,1,16,Tripura,2019-11-01,1.05E-04
East Garo Hills,2,17,Meghalaya,2019-11-01,3.04E-05
East Khasi Hills,6,17,Meghalaya,2019-11-01,6.10E-05
Jaintia Hills,7,17,Meghalaya,2019-11-01,9.27E-05
Ri Bhoi,5,17,Meghalaya,2019-11-01,5.20E-05
South Garo Hills,3,17,Meghalaya,2019-11-01,3.63E-05
West Garo Hills,1,17,Meghalaya,2019-11-01,3.21E-05
West Khasi Hills,4,17,Meghalaya,2019-11-01,4.08E-05
Barpeta,5,18,Assam,2019-11-01,2.03E-05
Bongaigaon,4,18,Assam,2019-11-01,1.59E-05
Cachar,21,18,Assam,2019-11-01,8.07E-05
Darrang,8,18,Assam,2019-11-01,2.55E-05
Dhemaji,13,18,Assam,2019-11-01,3.48E-05
Dhubri,2,18,Assam,2019-11-01,2.38E-05
Dibrugarh,15,18,Assam,2019-11-01,3.36E-05
Kamrup,6,18,Assam,2019-11-01,3.31E-05
Karbi Anglong,19,18,Assam,2019-11-01,5.92E-05
Goalpara,3,18,Assam,2019-11-01,2.44E-05
Golaghat,18,18,Assam,2019-11-01,5.18E-05
Hailakandi,23,18,Assam,2019-11-01,7.71E-05
Jorhat,17,18,Assam,2019-11-01,3.63E-05
Karimganj,22,18,Assam,2019-11-01,7.15E-05
Kokrajhar,1,18,Assam,2019-11-01,1.46E-05
Lakhimpur,12,18,Assam,2019-11-01,3.55E-05
Nagaon,10,18,Assam,2019-11-01,4.13E-05
Marigaon,9,18,Assam,2019-11-01,3.32E-05
Nalbari,7,18,Assam,2019-11-01,2.37E-05
North Cachar Hills,20,18,Assam,2019-11-01,8.58E-05
Sonitpur,11,18,Assam,2019-11-01,3.12E-05
Sibsagar,16,18,Assam,2019-11-01,4.01E-05
Tinsukia,14,18,Assam,2019-11-01,2.68E-05
Barddhaman,9,19,West Bengal,2019-11-01,2.81E-06
Birbhum,8,19,West Bengal,2019-11-01,0.00E+00
Bankura,13,19,West Bengal,2019-11-01,2.21E-05
Dakshin Dinajpur,5,19,West Bengal,2019-11-01,4.57E-05
Darjiling,1,19,West Bengal,2019-11-01,1.57E-05
Haora,16,19,West Bengal,2019-11-01,2.18E-05
Jalpaiguri,2,19,West Bengal,2019-11-01,1.83E-05
Koch Bihar,3,19,West Bengal,2019-11-01,2.51E-05
Murshidabad,7,19,West Bengal,2019-11-01,0.00E+00
Puruliya,14,19,West Bengal,2019-11-01,2.73E-05
Kolkata,17,19,West Bengal,2019-11-01,0.00E+00
Maldah,6,19,West Bengal,2019-11-01,2.38E-05
Nadia,10,19,West Bengal,2019-11-01,0.00E+00
North Twenty Four Parganas,11,19,West Bengal,2019-11-01,1.08E-05
Medinipur,15,19,West Bengal,2019-11-01,6.44E-05
Hugli,12,19,West Bengal,2019-11-01,2.20E-05
South  Twenty Four Parganas,18,19,West Bengal,2019-11-01,2.08E-05
Uttar Dinajpur,4,19,West Bengal,2019-11-01,3.35E-05
Bokaro,13,20,Jharkhand,2019-11-01,1.35E-05
Deoghar,7,20,Jharkhand,2019-11-01,0.00E+00
Dhanbad,12,20,Jharkhand,2019-11-01,2.13E-05
Dumka,11,20,Jharkhand,2019-11-01,2.24E-06
Giridih,6,20,Jharkhand,2019-11-01,1.15E-06
Godda,8,20,Jharkhand,2019-11-01,0.00E+00
Gumla,16,20,Jharkhand,2019-11-01,4.20E-05
Purbi Singhbhum,18,20,Jharkhand,2019-11-01,5.79E-05
Lohardaga,15,20,Jharkhand,2019-11-01,0.00E+00
Pakaur,10,20,Jharkhand,2019-11-01,0.00E+00
Pashchimi Singhbhum,17,20,Jharkhand,2019-11-01,5.22E-05
Ranchi,14,20,Jharkhand,2019-11-01,1.50E-05
Sahibganj,9,20,Jharkhand,2019-11-01,0.00E+00
Garhwa,1,20,Jharkhand,2019-11-01,9.32E-07
Palamu,2,20,Jharkhand,2019-11-01,6.34E-08
Chatra,3,20,Jharkhand,2019-11-01,2.64E-07
Hazaribagh,4,20,Jharkhand,2019-11-01,3.70E-06
Kodarma,5,20,Jharkhand,2019-11-01,0.00E+00
Anugul,15,21,Orissa,2019-11-01,1.22E-05
Bhadrak,9,21,Orissa,2019-11-01,2.03E-05
Baudh,22,21,Orissa,2019-11-01,0.00E+00
Balangir,24,21,Orissa,2019-11-01,3.48E-07
Baleshwar,8,21,Orissa,2019-11-01,2.36E-05
Bargarh,1,21,Orissa,2019-11-01,2.03E-05
Kendrapara,10,21,Orissa,2019-11-01,3.99E-05
Kendujhar,6,21,Orissa,2019-11-01,2.25E-05
Debagarh,4,21,Orissa,2019-11-01,3.76E-06
Cuttack,12,21,Orissa,2019-11-01,2.78E-05
Dhenkanal,14,21,Orissa,2019-11-01,2.37E-05
Kalahandi,26,21,Orissa,2019-11-01,5.04E-06
Ganjam,19,21,Orissa,2019-11-01,5.86E-05
Gajapati,20,21,Orissa,2019-11-01,7.17E-05
Jajapur,13,21,Orissa,2019-11-01,2.87E-05
Jagatsinghapur,11,21,Orissa,2019-11-01,4.04E-05
Jharsuguda,2,21,Orissa,2019-11-01,2.19E-05
Khordha,17,21,Orissa,2019-11-01,5.00E-05
Mayurbhanj,7,21,Orissa,2019-11-01,2.52E-05
Puri,18,21,Orissa,2019-11-01,9.30E-05
Koraput,29,21,Orissa,2019-11-01,4.61E-05
Malkangiri,30,21,Orissa,2019-11-01,5.44E-05
Nabarangapur,28,21,Orissa,2019-11-01,5.00E-06
Nayagarh,16,21,Orissa,2019-11-01,2.52E-05
Nuapada,25,21,Orissa,2019-11-01,4.00E-09
Kandhamal,21,21,Orissa,2019-11-01,1.34E-05
Sambalpur,3,21,Orissa,2019-11-01,8.35E-06
Rayagada,27,21,Orissa,2019-11-01,1.33E-05
Sundargarh,5,21,Orissa,2019-11-01,4.13E-05
Sonapur,23,21,Orissa,2019-11-01,1.16E-05
Bastar,15,22,Chhattisgarh,2019-11-01,1.71E-05
Dantewada,16,22,Chhattisgarh,2019-11-01,4.03E-05
Dhamtari,13,22,Chhattisgarh,2019-11-01,0.00E+00
Durg,10,22,Chhattisgarh,2019-11-01,3.09E-10
Kanker,14,22,Chhattisgarh,2019-11-01,9.40E-07
Jashpur,3,22,Chhattisgarh,2019-11-01,1.46E-05
Koriya,1,22,Chhattisgarh,2019-11-01,7.89E-07
Mahasamund,12,22,Chhattisgarh,2019-11-01,2.98E-06
Raigarh,4,22,Chhattisgarh,2019-11-01,8.57E-06
Raipur,11,22,Chhattisgarh,2019-11-01,2.12E-07
Rajnandgaon,9,22,Chhattisgarh,2019-11-01,0.00E+00
Surguja,2,22,Chhattisgarh,2019-11-01,2.56E-06
Bilaspur,7,22,Chhattisgarh,2019-11-01,4.47E-07
Janjgir - Champa,6,22,Chhattisgarh,2019-11-01,3.13E-06
Korba,5,22,Chhattisgarh,2019-11-01,1.01E-06
Kawardha,8,22,Chhattisgarh,2019-11-01,2.78E-08
Bhind,3,23,Madhya Pradesh,2019-11-01,0.00E+00
Bhopal,32,23,Madhya Pradesh,2019-11-01,0.00E+00
Barwani,28,23,Madhya Pradesh,2019-11-01,8.84E-07
Betul,35,23,Madhya Pradesh,2019-11-01,2.71E-09
Balaghat,45,23,Madhya Pradesh,2019-11-01,0.00E+00
Chhatarpur,9,23,Madhya Pradesh,2019-11-01,1.72E-07
Chhindwara,43,23,Madhya Pradesh,2019-11-01,9.33E-10
Dewas,23,23,Madhya Pradesh,2019-11-01,7.44E-08
Katni,38,23,Madhya Pradesh,2019-11-01,5.28E-08
Datia,5,23,Madhya Pradesh,2019-11-01,0.00E+00
Damoh,12,23,Madhya Pradesh,2019-11-01,0.00E+00
Dhar,25,23,Madhya Pradesh,2019-11-01,1.59E-07
East Nimar,29,23,Madhya Pradesh,2019-11-01,3.91E-08
Guna,7,23,Madhya Pradesh,2019-11-01,0.00E+00
Gwalior,4,23,Madhya Pradesh,2019-11-01,0.00E+00
Harda,36,23,Madhya Pradesh,2019-11-01,3.19E-08
Jabalpur,39,23,Madhya Pradesh,2019-11-01,2.53E-09
Jhabua,24,23,Madhya Pradesh,2019-11-01,9.63E-09
